,0,1
0,errors,[]
1,total_bos_cost,27185086.679232784
2,total_management_cost,1519250
3,insurance_usd,0
4,construction_permitting_usd,0
5,project_management_usd,0
6,bonding_usd,0
7,markup_contingency_usd,0
8,engineering_usd,0
9,site_facility_usd,0
10,total_development_cost,150000
11,development_labor_usd,0
12,development_material_usd,0
13,development_mobilization_usd,0
14,total_sitepreparation_cost,2910119.476007708
15,sitepreparation_equipment_rental_usd,158901.04314599998
16,sitepreparation_labor_usd,171984.5737065794
17,sitepreparation_material_usd,422696.7412499999
18,sitepreparation_mobilization_usd,138577.11790512895
19,sitepreparation_other_usd,2017960.0
20,total_foundation_cost,9348285.62874749
21,foundation_equipment_rental_usd,307553.56983444514
22,foundation_labor_usd,3022544.384334166
23,foundation_material_usd,5573031.2160670925
24,foundation_mobilization_usd,445156.45851178525
25,total_erection_cost,4991149.433812943
26,erection_equipment_rental_usd,693183.8921843687
27,erection_labor_usd,3868661.041628575
28,erection_material_usd,0
29,erection_other_usd,0
30,erection_mobilization_usd,400956
31,erection_fuel_usd,28348.5
32,total_gridconnection_cost,0
33,total_collection_cost,4203010.597939183
34,collection_equipment_rental_usd,426614.6862960762
35,collection_labor_usd,768197.4091371803
36,collection_material_usd,2808055.140699299
37,collection_mobilization_usd,200143.3618066278
38,total_substation_cost,4063271.5427254587
